ECONOMY,CLASS,MEASURE,TERM,202412,202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601,202602,202603,202604,202605,202606,202607,202608,202609,202610,202611,202612,202701,202702,202703,202704,202705,202706,202707,202708,202709,202710,202711,202712,202801,202802,202803,202804,202805,202806,202807,202808,202809,202810,202811,202812,202901,202902,202903,202904,202905,202906,202907,202908,202909,202910,202911,202912,203001,203002,203003,203004,203005,203006,203007,203008,203009,203010,203011,203012,203101,203102,203103,203104,203105,203106,203107,203108,203109,203110,203111,203112,203201,203202,203203,203204,203205,203206,203207,203208,203209,203210,203211,203212,203301,203302,203303,203304,203305,203306,203307,203308,203309,203310,203311,203312,203401,203402,203403,203404,203405,203406,203407,203408,203409,203410,203411,203412
CNY,ZCB,PRICE,1,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466,0.989301466
CNY,ZCB,PRICE,2,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934,0.977632934
CNY,ZCB,PRICE,3,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083,0.965186083
CNY,ZCB,PRICE,4,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391,0.949794391
CNY,ZCB,PRICE,5,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039,0.931872039
CNY,ZCB,PRICE,6,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639,0.913758639
CNY,ZCB,PRICE,7,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296,0.894778296
CNY,ZCB,PRICE,8,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726,0.876661726
CNY,ZCB,PRICE,9,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233,0.861016233
