liab_id,var_name,202412,202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601,202602,202603,202604,202605,202606,202607,202608,202609,202610,202611,202612
trad_if_prod1,no_pols_if,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
trad_if_prod1,math_res_if,5511073589,5172427646,4527267590,4434989352,4332114240,4223062722,4213163075,4209128633,4206273396,4203119688,4189364259,2104443104,593180031.4,564664327.3,538115430.5,513883153,490959545.3,469290744.9,448817927,429323027.6,410748995.6,393049196.5,376181674.4,360131370.4,348052057.9
trad_if_prod1,surr_val_if,5511073589,5172427646,4527267590,4434989352,4332114240,4223062722,4213163075,4209128633,4206273396,4203119688,4189364259,2104443104,593180031.4,564664327.3,538115430.5,513883153,490959545.3,469290744.9,448817927,429323027.6,410748995.6,393049196.5,376181674.4,360131370.4,348052057.9
trad_if_prod1,sum_assd_if,5511073589,5172427646,4527267590,4434989352,4332114240,4223062722,4213163075,4209128633,4206273396,4203119688,4189364259,2104443104,593180031.4,564664327.3,538115430.5,513883153,490959545.3,469290744.9,448817927,429323027.6,410748995.6,393049196.5,376181674.4,360131370.4,348052057.9
trad_if_prod1,prem_inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trad_if_prod1,comm_out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trad_if_prod1,exp_out,0,23246.71713,36173.32526,4926.273662,3764.141746,3917.252656,278.8066874,130.7002763,0,74.39592647,666.5019741,81431.65686,69423.72061,14723.44034,20233.97291,2852.655356,1940.495752,2026.309124,171.8769251,90.88270335,0,38.39312359,353.6252148,44720.84289,41932.83379
trad_if_prod1,death_out,0,1376950.862,1205534.224,1178669.932,1145605.074,1112902.15,1106156.012,1101338.963,1096985.386,1092608.614,1085418.033,523418.7635,171983.4169,164505.7077,158172.7386,150916.2738,144063.5142,137601.8591,131303.0945,125306.869,119599.8411,114176.5351,109048.7917,109552.1734,110571.0672
trad_if_prod1,crben_out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trad_if_prod1,ann_out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trad_if_prod1,surr_out,0,352056002.8,656781384.5,103807990.9,114105169.7,119971775.4,20794605.06,14887417.99,13668323.57,13925832.98,24456465.03,2089658226,1512378043,29971986.32,27935460.68,25552989.43,24181854.73,22868198.61,21616357.61,20585341.58,19614026.42,18691866.48,17814097.5,16962715.41,12969705.76
trad_if_prod1,mat_out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trad_if_prod1,div_out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trad_if_prod2,no_pols_if,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
trad_if_prod2,math_res_if,8309379.888,9317279.87,10057799.44,10756782.68,11628390.93,12169013.78,12604413.41,13215615.05,13858476.82,14288712.2,14717888.75,15814811.23,17268116.08,17907429.11,18350753.86,18784161.29,19394150.38,19749622.58,20028081.99,20475990.24,20970296.88,21298569.43,21638881.86,22585260.74,23870248.38
trad_if_prod2,surr_val_if,8309379.888,9317279.87,10057799.44,10756782.68,11628390.93,12169013.78,12604413.41,13215615.05,13858476.82,14288712.2,14717888.75,15814811.23,17268116.08,17907429.11,18350753.86,18784161.29,19394150.38,19749622.58,20028081.99,20475990.24,20970296.88,21298569.43,21638881.86,22585260.74,23870248.38
trad_if_prod2,sum_assd_if,8309379.888,9317279.87,10057799.44,10756782.68,11628390.93,12169013.78,12604413.41,13215615.05,13858476.82,14288712.2,14717888.75,15814811.23,17268116.08,17907429.11,18350753.86,18784161.29,19394150.38,19749622.58,20028081.99,20475990.24,20970296.88,21298569.43,21638881.86,22585260.74,23870248.38
trad_if_prod2,prem_inc,0,927350,613635.5341,596297.1634,873824.2271,468597.0789,343844.7359,614750.576,685657.6431,418507.6398,435182.0965,1409480.609,1951386.486,833811.2988,551506.1861,537078.7135,785501.0747,423761.9122,309072.4093,557094.0321,620935.7531,379166.5475,392390.4134,1288193.378,1788258.548
trad_if_prod2,comm_out,0,23183.75,15340.88835,13895.0617,21710.63412,9240.870409,8258.70241,10443.47547,12465.0535,7517.491266,9530.66028,13880.87477,14199.16773,0,0,0,0,0,0,0,0,0,0,0,0
trad_if_prod2,exp_out,0,15739.6625,9918.975385,9274.155064,11688.71912,6681.677153,5337.016967,9673.078617,10928.2224,6728.64073,6917.097994,21850.27964,31344.4773,14355.50205,9034.853866,8455.678963,10600.96487,6099.788741,4858.47788,8878.611324,10018.17377,6169.642209,6314.51353,20219.65441,29111.99733
trad_if_prod2,death_out,0,1532.127504,1598.011023,1648.46419,1739.409591,1777.103581,1839.488375,1936.510693,2007.354854,2044.717058,2098.563543,2244.246622,2466.267149,2534.543408,2603.659212,2655.108893,2748.047323,2786.376962,2851.880851,2956.052607,3029.52072,3068.365595,3125.1829,3279.125338,3515.568106
trad_if_prod2,crben_out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trad_if_prod2,ann_out,0,136375,90240.51971,87359.9203,128459.4545,68102.81991,50455.13568,88794.92492,99303.7751,60582.75758,63556.55271,200297.4293,275666.1517,115807.1248,76598.0814,74453.77478,109078.642,58512.62323,42879.88936,76690.77067,85592.51152,52253.49463,54311.54856,175953.0255,243572.6243
trad_if_prod2,surr_out,0,69331.596,45918.99756,46729.45028,65675.37481,40248.10359,26484.46484,56445.2879,61153.37125,37521.28421,35438.77231,150379.8636,218803.2113,106203.4297,70303.15007,69589.59473,100289.0688,56807.98715,39845.58916,76737.97471,84481.40677,51692.70975,51603.18658,188507.4,267339.3452
trad_if_prod2,mat_out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
